author;author_type;city;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;district;street;underground
Шельф;Застройщик;Sankt-Peterburg;13;26;1;32.88;175517.0;5771000;2023;10.0;11.0;Pushkinskij;prospekt Novgorodskij;Shushary
Петербургская Недвижимость;Представитель застройщика;Sankt-Peterburg;7;7;1;32.0;295317.0;9450144;2018;15.0;9.0;Moskovskij;Pulkovskij meridian;Moskovskaja
ЛСР. Недвижимость;Застройщик;Sankt-Peterburg;3;12;1;36.4;233000.0;8481200;2025;11.0;17.0;Krasnogvardejskij;Partizanskaja;Novocherkasskaja
ЦДС;Застройщик;Sankt-Peterburg;1;16;1;36.4;157963.0;5749875;2022;14.0;11.0;Vyborgskij;doroga Mihajlovskaja;Ozerki
NEXT;Агентство недвижимости;Sankt-Peterburg;8;9;1;41.2;206310.0;8500000;2011;21.0;9.0;Primorskij;Komendantskij aerodrom;Pionerskaja
ЦДС;Застройщик;Sankt-Peterburg;22;24;1;29.7;202911.0;6026471;2023;13.0;8.0;Nevskij;Rusanovskaja;Obuhovo
ЛСР. Недвижимость;Застройщик;Sankt-Peterburg;5;12;1;34.2;217499.0;7438500;2022;17.0;8.0;Primorskij;Kolomjagi;Ozerki
ЛСР. Недвижимость;Застройщик;Sankt-Peterburg;6;15;1;31.56;243800.0;7694328;2024;11.0;12.0;Vasileostrovskij;Gavan';Gornyj institut
ЦДС;Застройщик;Sankt-Peterburg;1;14;1;37.4;269294.0;10071626;2022;14.0;13.0;Primorskij;Chernaja rechka;Chernaja rechka
ЛСР. Недвижимость;Застройщик;Sankt-Peterburg;12;12;1;42.1;249100.0;10487110;2021;34.0;;Moskovskij;Zvezdnoe;Zvezdnaja
ЛСР. Недвижимость;Застройщик;Sankt-Peterburg;18;18;1;39.4;272900.0;10752260;2023;15.0;16.0;Nevskij;Nevskij;Ulitsa Dybenko
ЦДС;Застройщик;Sankt-Peterburg;21;24;1;36.19;149418.0;5407458;2023;13.0;9.0;Nevskij;Rusanovskaja;Obuhovo
ЛСР. Недвижимость;Застройщик;Sankt-Peterburg;9;12;1;34.8;242200.0;8428560;2021;25.0;;Moskovskij;Zvezdnoe;Zvezdnaja
Prestige;Агентство недвижимости;Sankt-Peterburg;3;10;1;41.3;426150.0;17600000;2022;18.0;11.0;Petrogradskij;Petrovskij;Chkalovskaja
Ленстройтрест;Застройщик;Sankt-Peterburg;2;6;1;30.11;219998.0;6624160;2022;13.0;6.0;Kolpinskij;proezd Pontonnyj;Rybatskoe
BEYOND. ex-Engel  Volkers;Агентство недвижимости;Sankt-Peterburg;1;9;1;44.1;442176.0;19500000;2016;20.0;12.0;Admiraltejskij;Galernaja;Vasileostrovskaja
BEYOND. ex-Engel  Volkers;Агентство недвижимости;Sankt-Peterburg;7;8;1;56.1;623885.0;35000000;2012;31.0;7.0;Petrogradskij;Chkalovskoe;Petrogradskaja
LEGENDA Intelligent Development;Застройщик;Sankt-Peterburg;9;20;1;62.1;344700.0;21405870;2021;14.0;24.0;Vyborgskij;Svetlanovskoe;Ploschad' Muzhestva
LEGENDA Intelligent Development;Застройщик;Sankt-Peterburg;8;20;1;66.6;335600.0;22350960;2021;15.0;29.0;Vyborgskij;Svetlanovskoe;Ploschad' Muzhestva
LEGENDA Intelligent Development;Застройщик;Sankt-Peterburg;4;10;1;39.51;351751.0;13897700;2025;12.0;17.0;Primorskij;Starobel'skaja;Chernaja rechka
LEGENDA Intelligent Development;Застройщик;Sankt-Peterburg;9;10;1;37.12;378001.0;14031400;2025;10.0;18.0;Primorskij;Starobel'skaja;Chernaja rechka
RBI;Застройщик;Sankt-Peterburg;14;20;1;32.3;310000.0;10013000;2022;14.0;9.0;Primorskij;Kolomjagi;Komendantskij prospekt
RBI;Застройщик;Sankt-Peterburg;19;20;1;32.2;310000.0;9982000;2022;14.0;9.0;Primorskij;Kolomjagi;Komendantskij prospekt
ПИК;Застройщик;Sankt-Peterburg;2;7;1;42.3;306450.0;12962835;2025;25.0;8.0;Admiraltejskij;Izmajlovskoe;Baltijskaja
Зеленые крыши;Агентство недвижимости;Sankt-Peterburg;1;12;1;32.2;152173.0;4900000;1976;17.0;7.0;Kalininskij;Akademika Konstantinova;Akademicheskaja
Зеленые крыши;Агентство недвижимости;Sankt-Peterburg;15;25;1;37.7;149867.0;5650000;2021;14.0;12.0;Vyborgskij;Zarechnaja;Parnas
Экотон;Агентство недвижимости;Sankt-Peterburg;4;9;1;32.0;139062.0;4450000;1982;18.0;6.0;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt
Экотон;Агентство недвижимости;Sankt-Peterburg;6;9;1;33.0;193939.0;6400000;1971;18.0;9.0;Moskovskij;Gagarinskoe;Zvezdnaja
Андрей Сурмай;Риелтор;Sankt-Peterburg;19;27;1;38.0;157631.0;5990000;2022;;;Vyborgskij;Parnas;Parnas
Зеленые крыши;Агентство недвижимости;Sankt-Peterburg;26;27;1;31.8;194968.0;6200000;2019;14.0;11.0;Nevskij;Slavjanskaja;Rybatskoe
Экотон;Агентство недвижимости;Sankt-Peterburg;2;9;1;29.2;212328.0;6200000;1975;15.0;6.0;Nevskij;Kollontaj;Prospekt Bol'shevikov
ХочуКвартиру;Агентство недвижимости;Sankt-Peterburg;19;20;1;33.8;233727.0;7900000;2022;13.0;10.0;Primorskij;Kolomjagi;Ozerki
Галина Прокопьева;Риелтор;Sankt-Peterburg;17;25;1;49.5;171717.0;8500000;2011;18.0;12.0;Primorskij;Kolomjagi;Komendantskij prospekt
ХочуКвартиру;Агентство недвижимости;Sankt-Peterburg;11;20;1;33.8;236656.0;7999000;2022;13.0;10.0;Primorskij;Kolomjagi;Komendantskij prospekt
Экотон;Агентство недвижимости;Sankt-Peterburg;4;25;1;38.4;187500.0;7200000;2019;16.0;11.0;Pushkinskij;Valdajskaja;
Вам к нам;Агентство недвижимости;Sankt-Peterburg;22;24;1;37.3;217158.0;8100000;2019;16.0;9.0;Nevskij;Arhivnaja;Ulitsa Dybenko
Илья Колос;Риелтор;Sankt-Peterburg;11;12;1;38.3;172323.0;6600000;1982;19.0;10.0;Krasnogvardejskij;Lenskaja;Prospekt Bol'shevikov
Инженер;Агентство недвижимости;Sankt-Peterburg;12;14;1;33.0;178787.0;5900000;2021;17.0;7.0;Primorskij;Kolomjagi;Parnas
MARINOVA estate;Агентство недвижимости;Sankt-Peterburg;6;6;1;31.0;509354.0;15790000;1756;18.0;5.0;Admiraltejskij;Sennoj;Sadovaja
Макспол Парк Культуры;Агентство недвижимости;Sankt-Peterburg;16;25;1;30.5;226229.0;6900000;2021;14.0;10.0;Primorskij;Kolomjagi;Komendantskij prospekt
Физическое лицо;Собственник;Sankt-Peterburg;5;6;1;54.0;453703.0;24500000;;15.0;22.0;Petrogradskij;Aptekarskij ostrov;Petrogradskaja
House Estate;Агентство недвижимости;Sankt-Peterburg;3;8;1;37.32;436763.0;16300000;2022;14.0;12.0;Petrogradskij;Petrovskij;Chkalovskaja
BEYOND. ex-Engel  Volkers;Агентство недвижимости;Sankt-Peterburg;9;9;1;40.0;575000.0;23000000;2019;15.0;11.0;Petrogradskij;Korpusnaja;Chkalovskaja
СТАТУС;Агентство недвижимости;Sankt-Peterburg;5;13;1;36.0;260277.0;9370000;2022;15.0;11.0;Vyborgskij;Aleksandra Matrosova;Lesnaja
МИР КВАРТИР;Агентство недвижимости;Sankt-Peterburg;14;17;1;48.9;367893.0;17990000;2016;16.0;18.0;Moskovskij;Pulkovskij meridian;Moskovskaja
МИР КВАРТИР;Агентство недвижимости;Sankt-Peterburg;5;10;1;48.0;456250.0;21900000;2018;20.0;18.0;Tsentral'nyj;Kirochnaja;Ploschad' Aleksandra Nevskogo
Вам к нам;Агентство недвижимости;Sankt-Peterburg;8;18;1;36.7;262942.0;9650000;2023;13.0;11.0;Admiraltejskij;Izmajlovskoe;Baltijskaja
МИР КВАРТИР;Агентство недвижимости;Sankt-Peterburg;15;16;1;32.1;311214.0;9990000;2013;14.0;8.0;Primorskij;Turistskaja;Begovaja
Суслов недвижимость;Агентство недвижимости;Sankt-Peterburg;8;9;1;39.2;459183.0;17999999;2019;18.0;11.0;Petrogradskij;Petrovskij;Chkalovskaja
Георгий Папаскири;Риелтор;Sankt-Peterburg;9;9;1;39.6;252525.0;9999999;2021;11.0;19.0;Primorskij;Kolomjagi;Ozerki
Element Development;Застройщик;Sankt-Peterburg;2;11;1;40.4;411707.0;16632972;2025;12.0;;Moskovskij;Lomanaja;Moskovskie vorota
Физическое лицо;Собственник;Sankt-Peterburg;3;20;1;34.0;227941.0;7750000;2015;;;Kalininskij;Piskarevka;Ploschad' Muzhestva
МК-Элит;Агентство недвижимости;Sankt-Peterburg;5;9;1;44.0;247727.0;10900000;2019;15.0;19.0;Primorskij;Optikov;Begovaja
МК-Элит;Агентство недвижимости;Sankt-Peterburg;9;27;1;45.52;395430.0;18000000;2019;14.0;17.0;Moskovskij;Tipanova;Moskovskaja
BE HOME;Агентство недвижимости;Sankt-Peterburg;11;13;1;34.6;210982.0;7300000;2008;15.0;10.0;Primorskij;Shuvalovskij prospekt;Begovaja
BE HOME;Агентство недвижимости;Sankt-Peterburg;14;24;1;41.8;406698.0;17000000;2021;12.0;20.0;Moskovskij;Tipanova;Moskovskaja
YES INVEST;Агентство недвижимости;Sankt-Peterburg;2;3;1;32.0;265625.0;8500000;1974;;16.0;Admiraltejskij;Semenovskij;Frunzenskaja
МК-Элит;Агентство недвижимости;Sankt-Peterburg;2;6;1;32.8;335365.0;11000000;1917;10.0;17.0;Tsentral'nyj;Ryleeva;Chernyshevskaja
МК-Элит;Агентство недвижимости;Sankt-Peterburg;9;11;1;33.4;374251.0;12500000;2017;16.0;9.0;Krasnogvardejskij;Bol'shaja Ohta;Ploschad' Lenina
МК-Элит;Агентство недвижимости;Sankt-Peterburg;12;23;1;94.0;361702.0;34000000;2008;15.0;50.0;Vyborgskij;Sampsonievskoe;Ploschad' Lenina
Метры оптом;Агентство недвижимости;Sankt-Peterburg;4;6;1;31.7;236277.0;7490000;2022;;14.0;Moskovskij;Pulkovskij meridian;Zvezdnaja
МК-Элит;Агентство недвижимости;Sankt-Peterburg;6;9;1;38.9;380462.0;14800000;2016;19.0;10.0;Vasileostrovskij;Gavan';Vasileostrovskaja
Семейный Риэлтор;Агентство недвижимости;Sankt-Peterburg;13;25;1;32.5;160000.0;5200000;2015;13.0;9.0;Pushkinskij;pereulok Vilerovskij;Kupchino
МК-Элит;Агентство недвижимости;Sankt-Peterburg;7;12;1;42.75;245614.0;10500000;2022;15.0;11.0;Primorskij;Beloostrovskaja;Lesnaja
МК-Элит;Агентство недвижимости;Sankt-Peterburg;9;14;1;41.21;259645.0;10700000;2022;11.0;18.0;Primorskij;Beloostrovskaja;Lesnaja
МК-Элит;Агентство недвижимости;Sankt-Peterburg;2;10;1;39.2;329081.0;12900000;2021;10.0;16.0;Frunzenskij;Dnepropetrovskaja;Obvodnyj kanal
Sever Group;Агентство недвижимости;Sankt-Peterburg;3;5;1;31.2;115352.0;3599000;1969;17.0;5.0;Krasnosel'skij;prospekt Lenina;Leninskij prospekt
Sever Group;Агентство недвижимости;Sankt-Peterburg;2;4;1;31.1;102572.0;3190000;2022;15.0;8.0;Pushkinskij;Pionerskaja;Kupchino
BR Group;Агентство недвижимости;Sankt-Peterburg;2;5;1;29.5;201694.0;5950000;2021;13.0;9.0;Kvartiry v Moskovskom e!1-komn. kv.;2/5 etazh;
Sever Group;Агентство недвижимости;Sankt-Peterburg;4;8;1;36.21;168461.0;6100000;2022;17.0;10.0;Krasnosel'skij;Sosnovaja poljana;Avtovo
BR Group;Агентство недвижимости;Sankt-Peterburg;18;26;1;35.6;205028.0;7299000;2015;14.0;9.0;Vyborgskij;Mihaila Dudina;Parnas
ПИА Недвижимость;Агентство недвижимости;Sankt-Peterburg;13;24;1;56.2;138790.0;7800000;2011;22.0;18.0;Pushkinskij;Pervomajskaja;Kupchino
BR Group;Агентство недвижимости;Sankt-Peterburg;24;27;1;40.4;153465.0;6200000;2015;15.0;10.0;Vyborgskij;Fedora Abramova;Parnas
Sever Group;Агентство недвижимости;Sankt-Peterburg;19;20;1;34.9;194842.0;6800000;2017;15.0;8.0;Primorskij;Parashjutnaja;Komendantskij prospekt
ПИА Недвижимость;Агентство недвижимости;Sankt-Peterburg;6;10;1;40.5;177777.0;7200000;2021;18.0;14.0;Kolpinskij;Pavlovskaja;
Ananas Group;Агентство недвижимости;Sankt-Peterburg;4;4;1;36.4;302197.0;11000000;1860;19.0;8.0;Tsentral'nyj;Smol'ninskoe;Ploschad' Vosstanija
BEYOND. ex-Engel  Volkers;Агентство недвижимости;Sankt-Peterburg;4;8;1;61.5;357723.0;22000000;2014;40.0;15.0;Petrogradskij;Chkalovskoe;Sportivnaja
Наталья Алабугина;Риелтор;Sankt-Peterburg;4;7;1;45.0;212222.0;9550000;2002;21.0;12.0;Primorskij;Gakkelevskaja;Komendantskij prospekt
Active Group - Арендафон. Штаб Квартир;Агентство недвижимости;Sankt-Peterburg;4;25;1;41.6;194711.0;8100000;2009;17.0;11.0;Primorskij;Turistskaja;Begovaja
GLENDELS;Агентство недвижимости;Sankt-Peterburg;6;13;1;38.1;312335.0;11900000;2020;10.0;19.0;Vyborgskij;Gribalevoj;Lesnaja
Физическое лицо;Собственник;Sankt-Peterburg;2;4;1;48.5;202061.0;9800000;2013;16.0;12.0;Kurortnyj;Vsevoloda Bobrova;Begovaja
Физическое лицо;Собственник;Sankt-Peterburg;3;5;1;39.0;169230.0;6600000;1957;20.0;7.0;Nevskij;Ivanovskij;Lomonosovskaja
ТЕРРАСА Загородная Недвижимость;Агентство недвижимости;Sankt-Peterburg;1;8;1;32.6;180981.0;5900000;2018;17.0;10.0;Krasnosel'skij;Sosnovaja poljana;
PRO.Flat;Агентство недвижимости;Sankt-Peterburg;6;13;1;40.27;186242.0;7500000;2022;12.0;18.0;Primorskij;Planernaja;Komendantskij prospekt
GLENDELS;Агентство недвижимости;Sankt-Peterburg;1;5;1;54.8;150547.0;8250000;1905;39.0;6.0;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja
House Estate;Агентство недвижимости;Sankt-Peterburg;3;5;1;60.0;331666.0;19900000;2015;10.0;30.0;Kurortnyj;Morskaja;Begovaja
АРИСТА;Агентство недвижимости;Sankt-Peterburg;1;14;1;33.6;142857.0;4800000;1975;17.0;7.0;Frunzenskij;Jaroslava Gasheka;Kupchino
АРИСТА;Агентство недвижимости;Sankt-Peterburg;2;13;1;38.2;234293.0;8950000;2020;16.0;15.0;Primorskij;Plesetskaja;Komendantskij prospekt
РосРеал;Агентство недвижимости;Sankt-Peterburg;5;27;1;37.3;160831.0;5999000;2013;14.0;16.0;Vyborgskij;Fedora Abramova;Parnas
Озерки;Агентство недвижимости;Sankt-Peterburg;3;24;1;40.9;226161.0;9250000;2016;18.0;13.0;Krasnogvardejskij;Bol'shaja Ohta;Ladozhskaja
Статус - Недвижимость;Агентство недвижимости;Sankt-Peterburg;5;11;1;48.0;250000.0;12000000;2015;19.0;14.0;Vasileostrovskij;Ostrov Dekabristov;Vasileostrovskaja
МетрУМ;Агентство недвижимости;Sankt-Peterburg;2;24;1;32.4;215740.0;6990000;2022;9.0;12.0;Primorskij;Kolomjagi;Komendantskij prospekt
АРИСТА;Агентство недвижимости;Sankt-Peterburg;8;20;1;31.9;180250.0;5750000;2016;16.0;8.0;Nevskij;Krylenko;Ulitsa Dybenko
АБСОЛЮТ Сити;Агентство недвижимости;Sankt-Peterburg;14;14;1;35.3;232266.0;8199000;2018;18.0;10.0;Kalininskij;Piskarevka;Vyborgskaja
Ирина Румянцева;Риелтор;Sankt-Peterburg;7;13;1;36.1;339058.0;12240000;2020;12.0;11.0;Frunzenskij;Volkovskoe;Obvodnyj kanal
NEDmax;Агентство недвижимости;Sankt-Peterburg;12;13;1;45.9;239651.0;11000000;2012;17.0;10.0;Kalininskij;Vasenko;Ploschad' Lenina
Петербургская Риэлторская Компания;Агентство недвижимости;Sankt-Peterburg;5;10;1;48.9;263803.0;12900000;2015;16.0;15.0;Vasileostrovskij;Ostrov Dekabristov;Sportivnaja
Физическое лицо;Собственник;Sankt-Peterburg;4;17;1;42.2;145023.0;6120000;2006;17.0;13.0;Nevskij;Narodnyj;Lomonosovskaja
NEDmax;Агентство недвижимости;Sankt-Peterburg;4;21;1;36.5;252054.0;9200000;2023;16.0;9.0;Vasileostrovskij;Cheljuskina;Primorskaja
Статус - Недвижимость;Агентство недвижимости;Sankt-Peterburg;11;14;1;40.0;257500.0;10300000;2022;14.0;13.0;Primorskij;Beloostrovskaja;Lesnaja
NEDmax;Агентство недвижимости;Sankt-Peterburg;2;21;1;36.1;232686.0;8400000;2023;10.0;15.0;Vasileostrovskij;Cheljuskina;Primorskaja
М16;Агентство недвижимости;Sankt-Peterburg;9;12;1;36.0;177777.0;6400000;2022;12.0;18.0;Krasnogvardejskij;Poljustrovo;
PRILSgroup;Агентство недвижимости;Sankt-Peterburg;3;15;1;37.34;254418.0;9500000;2023;12.0;15.0;Vasileostrovskij;Ostrov Dekabristov;Gornyj institut
Петр Богатырев;Риелтор;Sankt-Peterburg;5;5;1;55.1;253901.0;13990000;1911;24.0;15.0;Petrogradskij;Blohina;Sportivnaja
LV ESTATE;Агентство недвижимости;Sankt-Peterburg;4;7;1;39.5;187341.0;7399999;2023;16.0;16.0;Primorskij;Kolomjagi;Prospekt Prosveschenija
Ю Питер;Агентство недвижимости;Sankt-Peterburg;6;9;1;31.4;165605.0;5200000;1973;15.0;8.0;Kalininskij;Timurovskaja;Grazhdanskij prospekt
РусланD;Агентство недвижимости;Sankt-Peterburg;2;11;1;39.42;133181.0;5250000;2022;17.0;13.0;Pushkinskij;prospekt Starorusskij;Kupchino
Суслов недвижимость;Агентство недвижимости;Sankt-Peterburg;3;24;1;38.1;150918.0;5749999;2014;14.0;9.0;Nevskij;Rusanovskaja;Lomonosovskaja
PRO.Flat;Агентство недвижимости;Sankt-Peterburg;4;26;1;32.1;183800.0;5900000;2022;15.0;8.0;Vyborgskij;Kustodieva;Prospekt Prosveschenija
PRO.Flat;Агентство недвижимости;Sankt-Peterburg;4;5;1;45.0;164444.0;7400000;1964;29.0;6.0;Frunzenskij;Strel'bischenskaja;Buharestskaja
Quasar Development;Застройщик;Sankt-Peterburg;1;6;1;37.5;144000.0;5400000;2023;19.0;11.0;Kurortnyj;Stroitelej;
Флагман;Застройщик;Sankt-Peterburg;2;4;1;47.22;218975.0;10340000;2024;;;Kurortnyj;Rybatskaja;Begovaja
BEYOND. ex-Engel Volkers;Представитель застройщика;Sankt-Peterburg;2;7;1;81.6;290400.0;23696640;2023;36.0;15.0;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja
Петербургская Недвижимость;Представитель застройщика;Sankt-Peterburg;1;4;1;31.91;183333.0;5850186;2024;14.0;10.0;Krasnosel'skij;Sosnovaja poljana;Prospekt Veteranov
Петербургская Недвижимость;Представитель застройщика;Sankt-Peterburg;4;8;1;34.26;182435.0;6250240;2023;;;Krasnosel'skij;Sosnovaja poljana;Prospekt Veteranov
Группа Аквилон;Застройщик;Sankt-Peterburg;3;9;1;44.94;383369.0;17228615;2023;20.0;14.0;Petrogradskij;Lodejnopol'skaja;Chkalovskaja
Петербургская Недвижимость;Представитель застройщика;Sankt-Peterburg;13;15;1;37.8;255297.0;9650245;2020;17.0;10.0;Nevskij;Nevskij;Lomonosovskaja
